Coordenada_genetica;Gen;Enfermedad_asociada;Significancia_clinica
Chr18:21121306;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121308;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121312;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121313;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121318;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121319;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21121321;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121324;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121324;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121334;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121339;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121340 - 21121341;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21121343;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121346;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21121347;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121351;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121352;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21121352;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21121354;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121356 - 21121357;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21121357;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121362;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121368;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121374;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121375;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121386;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121387;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121387;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121387;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121392;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121401;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121402;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121402;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121402;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121403;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121405;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121406;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121406;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121411;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123400;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123403;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123410;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123423;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123424;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123426;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123430;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123433 - 21123434;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21123435;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123436;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123440;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123442;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123451;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21123463;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21123464;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21123466;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123467;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123467 - 21123468;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21123471;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123480;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123485;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21123486;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123487;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21123488 - 21123489;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21123489;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123489;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123490;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21123492;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123494;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123494;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21123495;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123502 - 21123506;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21123503;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123506;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123514;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123516;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123518;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21123523;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123524;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123529 - 21123530;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21123530;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21123533 - 21123535;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21123533;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123534;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21123537 - 21123538;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21123537;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21123549;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123552 - 21123556;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123553 - 21123556;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21123553;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124292;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124295;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124298;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124298;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124303;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124307;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124307;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124309;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124310;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124312;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124312;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124321;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124323;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124330;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124335 - 21124336;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124335;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124335;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124338;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124340 - 21124341;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124342;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124344;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124346;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124348;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124350;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124352;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21124355;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124359;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124361;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124365;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21124366;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124366;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21124367;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124379;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124383;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124384;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124385;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124386;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124391 - 21124392;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124392;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124393 - 21124394;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124394;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124395;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124398 - 21124399;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124401;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124402 - 21124403;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124411;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124411;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124419;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124420;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124425;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124428;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124437;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124437;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124438;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21124440;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124441;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124441 - 21124442;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124448;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124448;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21124449;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124454;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124458;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124460;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124461;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124462;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124463;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124464;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124466;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124473;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124473;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124476;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124482;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124482;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124483;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21124491;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124492;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21124494;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124495;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124498;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124501;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124501;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124502;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124506;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124904 - 21124905;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124904 - 21124905;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124904 - 21124905;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124904 - 21124905;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124905;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124907;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21124907 - 21124908;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124908 - 21124909;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21124908;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124909 - 21124910;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910 - 21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124910;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124911 - 21124912;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124911;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124912;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124912 - 21124913;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124912;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124913 - 21124914;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124913 - 21124914;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124913 - 21124914;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124913 - 21124914;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124913 - 21124914;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124913 - 21124914;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124913;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124913 - 21124914;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124913 - 21124914;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21124914 - 21124915;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124914;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21124914;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21124914;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21124915 - 21124916;NPC1;Enfermedad de Niemann-Pick;Likely benign
